Carnet,Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,AvanceCarrera_FinAnio1,PAES_Score,CantInsolvencias_Recurrentes,CantRetirosParciales,CantRetirosTotales,CantCambiosCarrera,Ind_PAES,Ind_CUM,Ind_Avance,Ind_Solvencia,Ind_RetiroParcial,Ind_RetiroTotal,Ind_CambioCarrera,Ind_Reprobacion,Ind_BrechaDesercion,IRE_Total,Deserto
SL232349,404,2023,1,102301,2023,1,301,0,NULL,5,3,2,0.6,6.64,4,0,0,0,0,9,3,2,0.3333,3.32,13.9,1,8,1,4,0,1,1,0,1,0,1,0,0,0,4,1
SL240084  ,702,2024,1,102302,2024,1,153,0,NULL,4,2,1,0.5,5.17,4,2,2,0.5,5.45,8,4,3,0.5,5.31,11.7,1,10,1,0,0,1,1,0,1,0,0,0,0,0,3,0
SL240175,106,2024,1,102301,2024,1,766,0,NULL,4,4,0,1,8.1,4,4,0,1,7.49,8,8,0,1,7.8,35.6,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SL240589  ,215,2024,1,102302,2024,1,1411,1,50,5,5,0,1,8.88,5,5,0,1,8.2,10,10,0,1,8.54,47.8,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SL241349  ,109,2024,1,102301,2024,1,91,0,NULL,4,2,1,0.5,5.19,3,2,1,0.6667,6.18,7,4,2,0.5714,5.69,8.1,1,10,1,0,0,1,1,1,1,0,0,0,0,0,4,0
SL241537  ,305,2024,1,102302,2024,1,481,0,NULL,4,4,0,1,9.38,4,4,0,1,8.42,8,8,0,1,8.9,40,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SL241716,413,2024,1,102301,2024,1,629,0,NULL,5,5,0,1,9.47,5,4,0,0.8,6.86,10,9,0,0.9,8.16,90,1.5,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SL241718  ,904,2024,9,102301,2024,1,558,0,NULL,5,0,0,0,0,4,0,4,0,0,9,0,4,0,0,2.3,8.83,10,0,5,0,0,1,1,1,0,1,0,0,0,4,0
SL241905,609,2024,2,102301,2024,1,18,0,NULL,4,4,0,1,9.34,4,4,0,1,9.09,8,8,0,1,9.21,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SL241911,901,2024,9,102301,2024,1,152,0,NULL,5,0,5,0,0.43,NULL,NULL,NULL,NULL,NULL,5,0,5,0,0.43,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SL242059,409,2024,2,102301,2024,1,328,0,NULL,5,1,4,0.2,4.53,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,4.53,5.2,1,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SL242334  ,109,2024,1,102301,2024,1,1150,0,NULL,4,4,0,1,8.56,5,4,1,0.8,6.98,9,8,1,0.8889,7.77,18,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,1
SM200131  ,211,2019,1,102301,2020,1,335,0,NULL,5,5,0,1,9.11,4,4,0,1,8.69,9,9,0,1,8.9,100,8.32,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM200299  ,109,2017,1,102301,2020,1,277,0,NULL,4,4,0,1,7.89,4,4,0,1,7.67,8,8,0,1,7.78,53.4,8.75,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM200301  ,106,2017,1,102302,2020,1,335,0,NULL,5,5,0,1,9.26,4,4,0,1,8.08,9,9,0,1,8.67,100,8.31,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM200389  ,109,2017,1,102301,2020,1,211,0,NULL,4,0,4,0,2.18,3,0,3,0,0.78,7,0,7,0,1.48,0,8.38,3,0,0,1,0,1,1,1,0,0,1,0,0,4,0
SM200678  ,413,2016,2,102301,2020,1,347,0,NULL,5,5,0,1,9.09,4,4,0,1,8.79,9,9,0,1,8.94,100,9.67,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM200906  ,409,2019,1,102302,2020,1,420,0,NULL,5,5,0,1,7.57,4,3,1,0.75,6.78,9,8,1,0.8889,7.18,100,5.4,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM201151  ,404,2019,1,102301,2020,1,81,0,NULL,5,1,4,0.2,1.96,NULL,NULL,NULL,NULL,NULL,5,1,4,0.2,1.96,3.8,4.09,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SM201343  ,413,2016,1,102301,2020,1,576,1,50,5,5,0,1,8.11,4,4,0,1,7.45,9,9,0,1,7.78,100,8.08,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM201427  ,219,2018,1,102302,2020,1,227,0,NULL,4,4,0,1,8.12,NULL,NULL,NULL,NULL,NULL,4,4,0,1,8.12,58.8,7.7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SM201790  ,409,2019,1,102302,2020,1,369,0,NULL,4,4,0,1,8.8,2,2,0,1,8.09,6,6,0,1,8.44,32.2,8.15,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SM201972  ,702,2014,1,102302,2020,1,240,0,NULL,4,0,4,0,0.81,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0.81,0,1.94,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SM202241  ,209,2019,1,102302,2020,1,185,0,NULL,5,5,0,1,7.93,4,3,1,0.75,6.75,9,8,1,0.8889,7.34,33.5,2.21,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM202251  ,401,2019,1,102301,2020,1,790,0,NULL,5,0,5,0,2.01,NULL,NULL,NULL,NULL,NULL,5,0,5,0,2.01,0,7.75,2,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SM202324  ,701,2019,1,102302,2020,1,474,0,NULL,5,4,0,0.8,6.9,NULL,NULL,NULL,NULL,NULL,5,4,0,0.8,6.9,100,8.28,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SM202351  ,105,2017,1,102301,2020,1,235,0,NULL,4,2,2,0.5,5.12,NULL,NULL,NULL,NULL,NULL,4,2,2,0.5,5.12,4.2,8.15,4,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SM202502  ,202,2016,1,102301,2020,1,615,0,NULL,5,3,2,0.6,6.23,NULL,NULL,NULL,NULL,NULL,5,3,2,0.6,6.23,10.8,2.63,2,0,0,0,1,1,0,1,0,0,0,0,0,3,1
SM202665  ,404,2019,2,102301,2020,1,176,0,NULL,3,2,1,0.6667,7.36,NULL,NULL,NULL,NULL,NULL,3,2,1,0.6667,7.36,10.3,8.31,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SM202734  ,211,2019,1,102301,2020,1,347,0,NULL,5,5,0,1,8.41,4,4,0,1,8.78,9,9,0,1,8.59,100,8.23,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM202842  ,444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.04,5,5,0,1,8.08,12,12,0,1,8.06,100,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM210297  ,206,2018,1,102302,2021,1,245,0,NULL,3,3,0,1,8.36,2,2,0,1,7.89,5,5,0,1,8.12,71.4,4.3,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM210525  ,206,2018,1,102302,2021,1,74,0,NULL,3,3,0,1,9.49,2,2,0,1,9.08,5,5,0,1,9.28,100,6.93,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
sm210627  ,303,2016,1,102302,2021,1,153,0,NULL,5,5,0,1,8.72,5,5,0,1,8.11,10,10,0,1,8.42,56.1,7.5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM210767  ,618,2020,2,102302,2021,1,18,0,NULL,3,3,0,1,9.64,4,4,0,1,9.1,7,7,0,1,9.37,100,0,6,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM210866  ,219,2018,1,102302,2021,1,309,1,50,3,3,0,1,9.13,3,3,0,1,8.32,6,6,0,1,8.73,93.2,1.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM210937  ,302,2016,2,102301,2021,1,621,0,NULL,4,4,0,1,7.71,3,2,1,0.6667,6.55,7,6,1,0.8571,7.13,25.3,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM211043  ,206,2018,2,102302,2021,1,209,0,NULL,3,3,0,1,9.13,2,2,0,1,8.8,5,5,0,1,8.96,100,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM211325  ,219,2018,2,102302,2021,1,1128,0,NULL,3,3,0,1,9.09,3,3,0,1,9.1,6,6,0,1,9.1,100,7.75,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM211453  ,206,2018,1,102301,2021,1,939,0,NULL,3,3,0,1,7.85,2,2,0,1,9.12,5,5,0,1,8.48,90.5,1,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM211605  ,914,2020,9,102301,2021,1,595,0,NULL,8,3,5,0.375,3.65,3,3,0,1,9.6,11,6,5,0.5455,6.63,100,0,5,0,0,1,1,0,0,1,0,0,1,0,0,3,0
SM212323  ,402,2019,1,102301,2021,1,451,0,NULL,6,6,0,1,7.73,4,4,0,1,8.31,10,10,0,1,8.02,100,7.7,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
sm212469  ,103,2017,1,102301,2021,1,91,0,NULL,4,1,3,0.25,4.09,NULL,NULL,NULL,NULL,NULL,4,1,3,0.25,4.09,1.8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1
sm212504  ,211,2019,1,102301,2021,1,24,0,NULL,5,2,3,0.4,5.11,4,2,2,0.5,5.2,9,4,5,0.4444,5.15,9.9,8.23,4,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SM220482  ,106,2017,2,102302,2022,1,379,0,NULL,5,5,0,1,8.17,4,4,0,1,7.31,9,9,0,1,7.74,18.7,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM221035  ,104,2017,1,102302,2022,1,603,0,NULL,4,2,0,0.5,4.59,5,0,0,0,0,9,2,0,0.2222,2.3,4.2,0,8,3,5,1,1,1,1,1,1,1,1,0,0,7,1
SM221048  ,219,2018,2,102302,2022,1,161,0,NULL,3,3,0,1,8.29,4,4,0,1,8.1,7,7,0,1,8.2,0,1.5,8,0,0,0,1,0,1,1,0,0,0,0,0,3,0
SM221174  ,102,2017,1,102301,2022,1,176,0,NULL,4,2,1,0.5,4.13,3,0,2,0,2.56,7,2,3,0.2857,3.35,3.6,1,8,2,0,0,1,1,1,1,1,0,0,0,0,5,0
SM221539  ,904,2019,9,102301,2022,1,558,0,NULL,4,3,1,0.75,7.14,5,0,2,0,0.42,9,3,3,0.3333,3.78,43.2,1.5,10,3,0,0,1,1,0,1,1,0,0,0,0,4,0
SM221564  ,103,2017,1,102301,2022,1,152,0,NULL,4,2,2,0.5,6.32,4,1,3,0.25,3.45,8,3,5,0.375,4.88,5.5,7.5,8,0,0,0,0,1,1,1,0,0,0,0,0,3,0
SM221674  ,902,2019,9,102302,2022,1,196,0,NULL,5,2,3,0.4,5.42,NULL,NULL,NULL,NULL,NULL,5,2,3,0.4,5.42,10,5.2,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SM221821  ,206,2018,1,102301,2022,1,285,0,NULL,3,3,0,1,7.89,3,3,0,1,8.17,6,6,0,1,8.03,88.1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM221866  ,618,2020,2,102302,2022,1,18,1,10,3,3,0,1,9.73,4,4,0,1,9.86,7,7,0,1,9.8,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM222208  ,416,2022,1,102302,2022,1,767,0,NULL,3,2,0,0.6667,5.68,4,4,0,1,7.82,7,6,0,0.8571,6.75,100,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SM222562  ,914,2020,9,102302,2022,1,190,0,NULL,5,5,0,1,7.97,5,5,0,1,8.29,10,10,0,1,8.13,13.6,4.69,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM222620  ,614,2020,2,102301,2022,1,18,0,NULL,4,4,0,1,9.32,4,4,0,1,9.25,8,8,0,1,9.28,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM222700  ,441,2018,1,102301,2022,1,152,0,NULL,6,6,0,1,8.86,5,5,0,1,8.63,11,11,0,1,8.74,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SM222725  ,444,2018,1,102301,2022,1,152,0,NULL,6,6,0,1,8.54,5,5,0,1,7.92,11,11,0,1,8.23,33.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SM222793  ,611,2021,9,102302,2022,1,18,0,NULL,3,3,0,1,9.72,3,3,0,1,9.05,6,6,0,1,9.39,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
sm222811  ,624,2021,2,102301,2022,1,18,0,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,0,0,5,0,3,0,1,1,1,1,0,1,0,0,0,5,1
SM230164,702,2022,1,102301,2023,1,285,0,NULL,4,3,0,0.75,5.46,4,1,1,0.25,3.7,8,4,1,0.5,4.58,29,1.5,8,3,0,0,1,1,0,1,1,0,0,0,0,4,0
SM230211,402,2023,1,102301,2023,1,279,0,NULL,5,3,1,0.6,6.21,3,2,1,0.6667,6.63,8,5,2,0.625,6.42,84.8,1,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
SM230436,109,2022,1,102301,2023,1,451,0,NULL,4,3,1,0.75,7.06,4,2,0,0.5,4.11,8,5,1,0.625,5.58,49.7,1.5,8,2,0,0,1,1,0,1,1,0,0,0,0,4,0
SM230663  ,209,2019,2,102301,2023,1,153,0,NULL,5,5,0,1,9.05,6,6,0,1,8.72,11,11,0,1,8.88,28.6,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM230664,404,2023,2,102301,2023,1,30,0,NULL,6,0,5,0,0.69,NULL,NULL,NULL,NULL,NULL,6,0,5,0,0.69,0,0.5,4,1,0,0,1,1,1,1,0,0,0,0,0,4,1
SM230793,209,2019,1,102302,2023,1,61,0,NULL,5,5,0,1,8.45,5,5,0,1,8.99,10,10,0,1,8.72,71.4,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM230801,413,2021,1,102302,2023,1,468,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,1,4,0,5,1,1,1,1,1,0,1,1,0,0,6,0
SM231159,211,2019,1,102301,2023,1,118,0,NULL,5,5,0,1,7.63,5,5,0,1,6.98,10,10,0,1,7.31,36.6,8.42,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SM231345  ,219,2018,1,102302,2023,1,481,0,NULL,3,3,0,1,7.87,3,2,1,0.6667,6.76,6,5,1,0.8333,7.32,27.1,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM231396  ,211,2019,1,102302,2023,1,187,1,100,5,4,1,0.8,7.6,5,5,0,1,7.43,10,9,1,0.9,7.51,72.7,1.5,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM231447,206,2018,1,102302,2023,1,187,0,NULL,3,3,0,1,8.71,NULL,NULL,NULL,NULL,NULL,3,3,0,1,8.71,38.1,0.5,4,0,0,0,1,0,0,1,0,0,0,0,0,2,1
SM231557  ,901,2023,9,102301,2023,1,801,1,100,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,0,5,0,5,0,1,1,1,1,0,1,0,0,0,5,1
SM231920,901,2023,9,102301,2023,1,876,0,NULL,6,0,3,0,0.95,NULL,NULL,NULL,NULL,NULL,6,0,3,0,0.95,0,0,5,3,0,0,1,1,1,1,1,0,0,0,0,5,1
SM231946  ,219,2018,1,102302,2023,1,245,0,NULL,3,3,0,1,8,3,3,0,1,7.74,6,6,0,1,7.87,8.9,1,8,0,0,1,1,0,1,1,0,0,1,0,0,4,0
SM232162,906,2023,9,102302,2023,1,228,0,NULL,4,0,4,0,0.02,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0.02,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SM232236,903,2023,9,102302,2023,1,511,0,NULL,3,3,0,1,8.31,4,3,0,0.75,5.8,7,6,0,0.8571,7.06,34.1,6.37,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0
SM232612,105,2022,1,102301,2023,1,285,0,NULL,3,0,3,0,2.57,2,1,0,0.5,4.03,5,1,3,0.2,3.3,7.9,8.28,8,2,0,0,0,1,1,1,1,0,0,0,0,4,0
SM232741  ,444,2018,1,102301,2023,1,152,0,NULL,6,6,0,1,7.43,5,5,0,1,8.16,11,11,0,1,7.79,76.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SM240011  ,614,2024,2,102302,2024,1,18,0,NULL,4,4,0,1,9.71,4,4,0,1,9.4,8,8,0,1,9.55,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM240236,104,2024,2,102301,2024,1,176,0,NULL,4,2,0,0.5,4.19,5,3,1,0.6,5.15,9,5,1,0.5556,4.67,23.6,1,10,3,0,0,1,1,0,1,1,0,0,0,0,4,0
SM240271,104,2024,1,102301,2024,1,246,0,NULL,4,4,0,1,8.89,5,5,0,1,8.46,9,9,0,1,8.68,43.5,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM240319  ,106,2024,1,102302,2024,1,445,1,75,4,2,2,0.5,4.82,2,0,1,0,1.99,6,2,3,0.3333,3.4,3.8,1,10,1,0,1,1,1,1,1,0,0,1,0,0,5,0
SM240577,209,2024,1,102302,2024,1,811,0,NULL,5,5,0,1,8.87,5,5,0,1,8.82,10,10,0,1,8.85,23,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,1
SM240730,209,2024,2,102302,2024,1,153,0,NULL,5,5,0,1,8.38,NULL,NULL,NULL,NULL,NULL,5,5,0,1,8.38,23,1.5,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1
sm240825  ,105,2024,1,102302,2024,1,285,0,NULL,4,2,2,0.5,4.09,3,0,2,0,1.42,7,2,4,0.2857,2.75,4.3,1,10,1,0,0,1,1,1,1,0,0,0,0,0,4,0
SM240856  ,206,2024,1,102301,2024,1,335,0,NULL,3,3,0,1,8.84,2,2,0,1,7.93,5,5,0,1,8.38,38.1,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM241581  ,702,2024,1,102301,2024,1,363,0,NULL,4,4,0,1,7.98,4,4,0,1,8.2,8,8,0,1,8.09,25.9,1,9,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM241604  ,209,2024,2,102302,2024,1,235,0,NULL,5,5,0,1,8.56,5,5,0,1,8.67,10,10,0,1,8.62,48,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM241699  ,104,2024,1,102301,2024,1,246,0,NULL,4,3,0,0.75,6.53,4,4,0,1,8.26,8,7,0,0.875,7.4,34.2,1,10,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SM241823,902,2024,9,102302,2024,1,270,0,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,0,0,5,0,4,0,1,1,1,1,0,1,0,0,0,5,1
SM242158  ,413,2024,1,102301,2024,1,141,0,NULL,5,5,0,1,8.33,5,3,2,0.6,6.19,10,8,2,0.8,7.26,60,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM242250,902,2024,9,102302,2024,1,89,0,NULL,4,4,0,1,8.92,4,4,0,1,9.27,8,8,0,1,9.09,75,3.6,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM242285  ,903,2024,9,102302,2024,1,811,0,NULL,5,4,1,0.8,6.69,5,3,2,0.6,5.91,10,7,3,0.7,6.3,22.7,1,10,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SM242485  ,209,2024,1,102301,2024,1,241,0,NULL,4,1,3,0.25,2.23,3,2,1,0.6667,5.79,7,3,4,0.4286,4.01,7.5,1,10,0,0,0,1,1,1,1,0,0,0,0,0,4,0
SM242510  ,702,2024,1,102302,2024,1,335,0,NULL,5,5,0,1,8.99,4,4,0,1,8.67,9,9,0,1,8.83,42.6,1.5,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM242516  ,409,2024,1,102302,2024,1,188,0,NULL,5,5,0,1,8.81,5,5,0,1,9.47,10,10,0,1,9.14,100,1,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM242553  ,614,2024,2,102301,2024,1,18,0,NULL,4,4,0,1,8.97,4,4,0,1,9.52,8,8,0,1,9.25,100,0,10,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SM242645  ,906,2024,9,102302,2024,1,1060,0,NULL,6,4,1,0.6667,5.63,5,5,0,1,7.32,11,9,1,0.8182,6.47,50,7.82,10,1,0,0,0,1,0,1,0,0,0,0,0,2,0
SN210944  ,302,2016,1,102302,2021,1,631,0,NULL,5,5,0,1,8.51,4,3,0,0.75,6.39,9,8,0,0.8889,7.45,62.4,1.5,4,2,0,0,1,0,0,1,1,0,0,0,0,3,0
SN220525  ,302,2016,1,102301,2022,1,639,0,NULL,4,4,0,1,9.22,5,4,0,0.8,7.36,9,8,0,0.8889,8.29,80.6,1.5,8,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SN241439,305,2024,1,102302,2024,1,384,0,NULL,4,4,0,1,7.59,4,2,0,0.5,4.3,8,6,0,0.75,5.94,20.6,1,10,2,0,0,1,1,0,1,1,0,0,0,0,4,0
SN242593,702,2024,1,102301,2024,1,716,0,NULL,4,0,4,0,1.32,NULL,NULL,NULL,NULL,NULL,4,0,4,0,1.32,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SO200204  ,702,2014,1,102301,2020,1,153,0,NULL,5,5,0,1,8.22,5,5,0,1,8.68,10,10,0,1,8.45,100,8.12,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SO200521  ,413,2016,1,102302,2020,1,179,0,NULL,5,5,0,1,7.83,5,5,0,1,8.4,10,10,0,1,8.11,59,7.8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SO200757  ,105,2017,1,102302,2020,1,43,1,100,4,4,0,1,7.87,5,5,0,1,7.28,9,9,0,1,7.57,43.1,7.81,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SO201283  ,219,2018,1,102302,2020,1,187,0,NULL,3,3,0,1,8.12,4,4,0,1,8.42,7,7,0,1,8.27,100,4.69,3,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SO201502  ,404,2019,1,102301,2020,1,330,0,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,5,0,0,0,0,0,6.6,5,0,5,0,0,1,1,1,0,1,0,0,0,4,1
SO201603  ,206,2018,1,102301,2020,1,451,0,NULL,2,2,0,1,8.57,2,2,0,1,9.14,4,4,0,1,8.85,27.4,7.53,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SO211796  ,209,2019,1,102302,2021,1,102,0,NULL,5,4,1,0.8,6.77,4,1,3,0.25,4.46,9,5,4,0.5556,5.62,21,1,4,0,0,0,1,1,0,1,0,0,0,0,0,3,0
SO212671  ,611,2021,9,102302,2021,1,18,0,NULL,4,3,1,0.75,7.37,3,2,1,0.6667,7.6,7,5,2,0.7143,7.49,57.8,0,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SO212677  ,208,2016,1,102301,2021,1,297,0,NULL,4,4,0,1,9.17,NULL,NULL,NULL,NULL,NULL,4,4,0,1,9.17,24.7,4.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
SO222549  ,802,2022,1,102302,2022,1,227,0,NULL,5,0,5,0,2.89,NULL,NULL,NULL,NULL,NULL,5,0,5,0,2.89,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SO231522  ,701,2023,1,102301,2023,1,1345,1,100,5,4,1,0.8,7.13,4,3,0,0.75,5.67,9,7,1,0.7778,6.4,67.3,0.5,8,1,0,0,1,1,0,1,0,0,0,0,0,3,0
SO232267,305,2023,1,102301,2023,1,53,0,NULL,4,4,0,1,7.93,4,3,1,0.75,7.26,8,7,1,0.875,7.6,23,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SO232609  ,206,2018,1,102301,2023,1,32,0,NULL,3,3,0,1,7.59,3,3,0,1,6.89,6,6,0,1,7.24,48.2,1,8,0,0,0,1,0,0,1,0,0,0,0,0,2,0
SO240043,702,2024,1,102301,2024,1,682,0,NULL,4,2,1,0.5,4.78,4,2,2,0.5,5.78,8,4,3,0.5,5.28,10.5,1,10,1,0,0,1,1,0,1,0,0,0,0,0,3,0
SO240750  ,105,2024,1,102302,2024,1,241,0,NULL,5,2,2,0.4,4.77,3,2,1,0.6667,6.28,8,4,3,0.5,5.52,9.1,0,10,1,0,0,1,1,1,1,0,0,0,0,0,4,1
SO241268  ,416,2024,2,102301,2024,1,630,1,100,4,0,4,0,0,NULL,NULL,NULL,NULL,NULL,4,0,4,0,0,0,1.5,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SO241946  ,906,2024,9,102301,2024,1,1283,0,NULL,4,4,0,1,7.42,4,2,2,0.5,6.03,8,6,2,0.75,6.72,8.8,1.5,10,0,0,1,1,0,1,1,0,0,1,0,0,4,0
SO241997,103,2024,1,102301,2024,1,576,0,NULL,3,0,3,0,0,NULL,NULL,NULL,NULL,NULL,3,0,3,0,0,0,0,5,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SP200461  ,401,2019,1,102301,2020,1,396,0,NULL,5,0,5,0,3.4,NULL,NULL,NULL,NULL,NULL,5,0,5,0,3.4,0,3.82,2,0,0,0,1,1,1,1,0,0,0,0,0,4,1
SP201075  ,209,2019,2,102301,2020,1,193,0,NULL,6,6,0,1,8.63,4,4,0,1,7.07,10,10,0,1,7.85,100,7.97,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SP201484  ,206,2018,1,102301,2020,1,585,0,NULL,3,3,0,1,8.71,2,2,0,1,9.28,5,5,0,1,8.99,100,6.21,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
SP202144  ,104,2017,1,102302,2020,1,578,0,NULL,4,0,4,0,3.15,NULL,NULL,NULL,NULL,NULL,4,0,4,0,3.15,0,7.81,2,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SP202523  ,103,2017,1,102301,2020,1,591,0,NULL,3,0,3,0,2.15,NULL,NULL,NULL,NULL,NULL,3,0,3,0,2.15,0,7.7,2,0,0,0,0,1,1,1,0,0,0,0,0,3,1
SP210030  ,302,2016,1,102302,2021,1,471,0,NULL,4,4,0,1,8.67,4,3,0,0.75,5.78,8,7,0,0.875,7.22,100,5.06,4,1,0,0,1,0,0,1,0,0,0,0,0,2,0
SP210305  ,109,2017,1,102301,2021,1,176,0,NULL,4,3,0,0.75,5.68,5,1,1,0.2,2.55,9,4,1,0.4444,4.12,22.1,7.7,4,4,0,0,0,1,0,1,1,0,0,0,0,3,0
SP210669  ,104,2017,1,102301,2021,1,397,1,100,4,2,1,0.5,5.37,NULL,NULL,NULL,NULL,NULL,4,2,1,0.5,5.37,4.2,1.5,0,2,0,0,1,1,1,0,1,0,0,0,0,4,1
